,Nama,Waktu,Ulasan,Label,Cleaning,CaseFolding,slangword,Tokenizing,Stopword_Removal,Stemming,Full_Text_Stemmed
694,siti farida,3 tahun lalu,"Tempatnya strategis, nyaman👍 …",positif,Tempatnya strategis nyaman ,tempatnya strategis nyaman ,tempatnya strategis nyaman,"['tempatnya', 'strategis', 'nyaman']","['tempatnya', 'strategis', 'nyaman']","['tempatnya', 'strategi', 'nyaman']",tempatnya strategi nyaman
695,Rabiatul Adawiah,3 tahun lalu,Tempat parkir luas,positif,Tempat parkir luas,tempat parkir luas,tempat parkir luas,"['tempat', 'parkir', 'luas']","['parkir', 'luas']","['parkir', 'lua']",parkir lua
696,Reza Palevi,setahun lalu,"Murah, enak",positif,Murah enak,murah enak,murah enak,"['murah', 'enak']","['murah', 'enak']","['murah', 'enak']",murah enak
697,fathor rahman,3 tahun lalu,Bebeknya empuk dan enak,positif,Bebeknya empuk dan enak,bebeknya empuk dan enak,bebeknya empuk dan enak,"['bebeknya', 'empuk', 'dan', 'enak']","['bebeknya', 'empuk', 'enak']","['bebeknya', 'empuk', 'enak']",bebeknya empuk enak
698,retno puspita,4 tahun lalu,"Tempat luas, halaman parkir luas.",positif,Tempat luas halaman parkir luas ,tempat luas halaman parkir luas ,tempat luas halaman parkir luas,"['tempat', 'luas', 'halaman', 'parkir', 'luas']","['luas', 'halaman', 'parkir', 'luas']","['lua', 'halaman', 'parkir', 'lua']",lua halaman parkir lua
699,Vicky Yustadian Frandaris,setahun lalu,Bebeknya mantabek,positif,Bebeknya mantabek,bebeknya mantabek,bebeknya mantabek,"['bebeknya', 'mantabek']","['bebeknya', 'mantabek']","['bebeknya', 'mantabek']",bebeknya mantabek
700,Bisri Hs,3 tahun lalu,Penyajiannya bagus sekali,positif,Penyajiannya bagus sekali,penyajiannya bagus sekali,penyajiannya bagus sekali,"['penyajiannya', 'bagus', 'sekali']","['penyajiannya', 'bagus']","['penyajiannya', 'bagu']",penyajiannya bagu
701,Muhlisin ivander,3 tahun lalu,Hanya sekedar pingen tapi enak,positif,Hanya sekedar pingen tapi enak,hanya sekedar pingen tapi enak,hanya sekedar pingen tapi enak,"['hanya', 'sekedar', 'pingen', 'tapi', 'enak']","['pingen', 'enak']","['pingen', 'enak']",pingen enak
702,ainur udin222,2 tahun lalu,Sip bos restonya,positif,Sip bos restonya,sip bos restonya,sip bos restonya,"['sip', 'bos', 'restonya']","['sip', 'bos', 'restonya']","['sip', 'bo', 'restonya']",sip bo restonya
703,Nandi Hendriana,2 tahun lalu,Lambat penyajiannya,negatif,Lambat penyajiannya,lambat penyajiannya,lambat penyajiannya,"['lambat', 'penyajiannya']","['lambat', 'penyajiannya']","['lambat', 'penyajiannya']",lambat penyajiannya
704,Suhelmi Official,3 tahun lalu,"Tempat luas,Rapi,Tertata",positif,Tempat luas Rapi Tertata,tempat luas rapi tertata,tempat luas rapi tertata,"['tempat', 'luas', 'rapi', 'tertata']","['luas', 'rapi', 'tertata']","['lua', 'rapi', 'tertata']",lua rapi tertata
705,Jhonuci Rahman,3 tahun lalu,Ini salah satu makanan yang baik di Jawa Timur,positif,Ini salah satu makanan yang baik di Jawa Timur,ini salah satu makanan yang baik di jawa timur,ini salah satu makanan yang baik di jawa timur,"['ini', 'salah', 'satu', 'makanan', 'yang', 'baik', 'di', 'jawa', 'timur']","['salah', 'makanan', 'jawa', 'timur']","['salah', 'makanan', 'jawa', 'timur']",salah makanan jawa timur
706,Rhodi Pranata,3 tahun lalu,Harga makanan terjangkau,positif,Harga makanan terjangkau,harga makanan terjangkau,harga makanan terjangkau,"['harga', 'makanan', 'terjangkau']","['harga', 'makanan', 'terjangkau']","['harga', 'makanan', 'terjangkau']",harga makanan terjangkau
707,Totok polepel,2 tahun lalu,Enak masakannya,positif,Enak masakannya,enak masakannya,enak masakannya,"['enak', 'masakannya']","['enak', 'masakannya']","['enak', 'masakannya']",enak masakannya
708,muharromin,4 tahun lalu,Karyawannya kurang tanggap untuk kebersihannya,negatif,Karyawannya kurang tanggap untuk kebersihannya,karyawannya kurang tanggap untuk kebersihannya,karyawannya kurang tanggap untuk kebersihannya,"['karyawannya', 'kurang', 'tanggap', 'untuk', 'kebersihannya']","['karyawannya', 'tanggap', 'kebersihannya']","['karyawannya', 'tanggap', 'kebersihannya']",karyawannya tanggap kebersihannya
709,Ni Retno Suhartin,2 tahun lalu,Enak porsinya banyak,positif,Enak porsinya banyak,enak porsinya banyak,enak porsinya banyak,"['enak', 'porsinya', 'banyak']","['enak', 'porsinya']","['enak', 'porsinya']",enak porsinya
710,Nisrina Ramadhani Aliyah,3 tahun lalu,Aroma unggasnya masih tercium,negatif,Aroma unggasnya masih tercium,aroma unggasnya masih tercium,aroma unggasnya masih tercium,"['aroma', 'unggasnya', 'masih', 'tercium']","['aroma', 'unggasnya', 'tercium']","['aroma', 'unggasnya', 'tercium']",aroma unggasnya tercium
711,yusuf parman,2 tahun lalu,tempatnya bagus..,positif,tempatnya bagus ,tempatnya bagus ,tempatnya bagus,"['tempatnya', 'bagus']","['tempatnya', 'bagus']","['tempatnya', 'bagu']",tempatnya bagu
712,Hatta Maulana,3 tahun lalu,"Terjangkau, enak, puas",positif,Terjangkau enak puas,terjangkau enak puas,terjangkau enak puas,"['terjangkau', 'enak', 'puas']","['terjangkau', 'enak', 'puas']","['terjangkau', 'enak', 'pua']",terjangkau enak pua
713,prima wisnu,2 tahun lalu,"Baru nyobain, lumayanlah",positif,Baru nyobain lumayanlah,baru nyobain lumayanlah,baru nyobain lumayanlah,"['baru', 'nyobain', 'lumayanlah']","['nyobain', 'lumayanlah']","['nyobain', 'lumayanlah']",nyobain lumayanlah
714,Vezar Seama (Vezar),3 tahun lalu,Asli bumbu nya laziiiz,positif,Asli bumbu nya laziiz,asli bumbu nya laziiz,asli bumbu nya laziiz,"['asli', 'bumbu', 'nya', 'laziiz']","['asli', 'bumbu', 'nya', 'laziiz']","['asli', 'bumbu', 'nya', 'laziiz']",asli bumbu nya laziiz
715,Arip Hidayat,4 tahun lalu,Makanannya serba sedap dan nikmat,positif,Makanannya serba sedap dan nikmat,makanannya serba sedap dan nikmat,makanannya serba sedap dan nikmat,"['makanannya', 'serba', 'sedap', 'dan', 'nikmat']","['makanannya', 'serba', 'sedap', 'nikmat']","['makanannya', 'serba', 'sedap', 'nikmat']",makanannya serba sedap nikmat
716,iqbaljuna id,2 tahun lalu,Rame bgt,netral,Rame bgt,rame bgt,rame bgt,"['rame', 'bgt']","['rame', 'bgt']","['rame', 'bgt']",rame bgt
717,Rizal M. Sidiq,4 tahun lalu,Enak bebek dan ayam gorengnya,positif,Enak bebek dan ayam gorengnya,enak bebek dan ayam gorengnya,enak bebek dan ayam gorengnya,"['enak', 'bebek', 'dan', 'ayam', 'gorengnya']","['enak', 'bebek', 'ayam', 'gorengnya']","['enak', 'bebek', 'ayam', 'gorengnya']",enak bebek ayam gorengnya
718,Moh Izzuddin,4 tahun lalu,Tempat parkir  luas,positif,Tempat parkir luas,tempat parkir luas,tempat parkir luas,"['tempat', 'parkir', 'luas']","['parkir', 'luas']","['parkir', 'lua']",parkir lua
719,Moch.Syaiful Hidayat,10 bulan lalu,Enak mantap,positif,Enak mantap,enak mantap,enak mantap,"['enak', 'mantap']","['enak', 'mantap']","['enak', 'mantap']",enak mantap
720,Andi Afriansyah Mochammad,4 tahun lalu,enak tapi pelayanan agak lama,netral,enak tapi pelayanan agak lama,enak tapi pelayanan agak lama,enak tapi pelayanan agak lama,"['enak', 'tapi', 'pelayanan', 'agak', 'lama']","['enak', 'pelayanan']","['enak', 'pelayanan']",enak pelayanan
721,"Anggoro Aristianto, S. T.",2 tahun lalu,Buka sampai malam,netral,Buka sampai malam,buka sampai malam,buka sampai malam,"['buka', 'sampai', 'malam']","['buka', 'malam']","['buka', 'malam']",buka malam
722,Qie Wingky,2 tahun lalu,mantap dah. pokok nya,positif,mantap dah pokok nya,mantap dah pokok nya,mantap dah pokok nya,"['mantap', 'dah', 'pokok', 'nya']","['mantap', 'dah', 'pokok', 'nya']","['mantap', 'dah', 'pokok', 'nya']",mantap dah pokok nya
723,I Queen,2 tahun lalu,Ramah dan serba ada,positif,Ramah dan serba ada,ramah dan serba ada,ramah dan serba ada,"['ramah', 'dan', 'serba', 'ada']","['ramah', 'serba']","['ramah', 'serba']",ramah serba
724,aku sayang kamu,2 tahun lalu,kurang memuaskan,negatif,kurang memuaskan,kurang memuaskan,kurang memuaskan,"['kurang', 'memuaskan']",['memuaskan'],['memuaskan'],memuaskan
725,Putra Farhan,4 tahun lalu,Enak banget makanan dibebek rizki,positif,Enak banget makanan dibebek rizki,enak banget makanan dibebek rizki,enak banget makanan dibebek rizki,"['enak', 'banget', 'makanan', 'dibebek', 'rizki']","['enak', 'banget', 'makanan', 'dibebek', 'rizki']","['enak', 'banget', 'makanan', 'dibebek', 'rizki']",enak banget makanan dibebek rizki
726,Kudsiyadi Yadi,setahun lalu,Sangat nyaman,positif,Sangat nyaman,sangat nyaman,sangat nyaman,"['sangat', 'nyaman']",['nyaman'],['nyaman'],nyaman
727,Sulthan Arief,4 tahun lalu,Bebek dan sambelnya mantab....,positif,Bebek dan sambelnya mantab ,bebek dan sambelnya mantab ,bebek dan sambelnya mantab,"['bebek', 'dan', 'sambelnya', 'mantab']","['bebek', 'sambelnya', 'mantab']","['bebek', 'sambelnya', 'mantab']",bebek sambelnya mantab
728,yahya ibnu fadill,3 tahun lalu,Bagus tempatnya,positif,Bagus tempatnya,bagus tempatnya,bagus tempatnya,"['bagus', 'tempatnya']","['bagus', 'tempatnya']","['bagu', 'tempatnya']",bagu tempatnya
729,Rosy Madury,9 bulan lalu,Strategis dan bernuansa,positif,Strategis dan bernuansa,strategis dan bernuansa,strategis dan bernuansa,"['strategis', 'dan', 'bernuansa']","['strategis', 'bernuansa']","['strategi', 'bernuansa']",strategi bernuansa
730,Devit Dwi Eriyanto,3 tahun lalu,rasanya enak,positif,rasanya enak,rasanya enak,rasanya enak,"['rasanya', 'enak']",['enak'],['enak'],enak
731,Amir official,2 tahun lalu,Ok mantap,positif,Ok mantap,ok mantap,ok mantap,"['ok', 'mantap']","['ok', 'mantap']","['ok', 'mantap']",ok mantap
732,Mas Izal,3 tahun lalu,Pelayanan memuaskan,positif,Pelayanan memuaskan,pelayanan memuaskan,pelayanan memuaskan,"['pelayanan', 'memuaskan']","['pelayanan', 'memuaskan']","['pelayanan', 'memuaskan']",pelayanan memuaskan
733,Tamam Ajja,9 bulan lalu,Enak pokoknya mantap,positif,Enak pokoknya mantap,enak pokoknya mantap,enak pokoknya mantap,"['enak', 'pokoknya', 'mantap']","['enak', 'pokoknya', 'mantap']","['enak', 'pokoknya', 'mantap']",enak pokoknya mantap
734,Mohammad Fawaz Farhan,2 tahun lalu,"Tempat atraktif, pelayanan ramah",positif,Tempat atraktif pelayanan ramah,tempat atraktif pelayanan ramah,tempat atraktif pelayanan ramah,"['tempat', 'atraktif', 'pelayanan', 'ramah']","['atraktif', 'pelayanan', 'ramah']","['atraktif', 'pelayanan', 'ramah']",atraktif pelayanan ramah
735,popo phan,4 tahun lalu,Murah meriah dan enak,positif,Murah meriah dan enak,murah meriah dan enak,murah meriah dan enak,"['murah', 'meriah', 'dan', 'enak']","['murah', 'meriah', 'enak']","['murah', 'meriah', 'enak']",murah meriah enak
736,Hikmah Alkatiri,setahun lalu,Mantap bikin ketagihan,positif,Mantap bikin ketagihan,mantap bikin ketagihan,mantap bikin ketagihan,"['mantap', 'bikin', 'ketagihan']","['mantap', 'bikin', 'ketagihan']","['mantap', 'bikin', 'ketagihan']",mantap bikin ketagihan
737,Kconk suwarno,setahun lalu,Bebek nya gurih,positif,Bebek nya gurih,bebek nya gurih,bebek nya gurih,"['bebek', 'nya', 'gurih']","['bebek', 'nya', 'gurih']","['bebek', 'nya', 'gurih']",bebek nya gurih
738,nurhadi waluyo,5 tahun lalu,Bebek nya empuk....yummi,positif,Bebek nya empuk yummi,bebek nya empuk yummi,bebek nya empuk yummi,"['bebek', 'nya', 'empuk', 'yummi']","['bebek', 'nya', 'empuk', 'yummi']","['bebek', 'nya', 'empuk', 'yummi']",bebek nya empuk yummi
739,Abie Ar-Tachir,4 tahun lalu,Nyaman tempatnya,positif,Nyaman tempatnya,nyaman tempatnya,nyaman tempatnya,"['nyaman', 'tempatnya']","['nyaman', 'tempatnya']","['nyaman', 'tempatnya']",nyaman tempatnya
740,anam barreto,2 tahun lalu,"Maaakkknyyyuuuuussss..

Recomended untuk bebek madura..",positif,Maakknyyuuss Recomended untuk bebek madura ,maakknyyuuss recomended untuk bebek madura ,maakknyyuuss recomended untuk bebek madura,"['maakknyyuuss', 'recomended', 'untuk', 'bebek', 'madura']","['maakknyyuuss', 'recomended', 'bebek', 'madura']","['maakknyyuuss', 'recomend', 'bebek', 'madura']",maakknyyuuss recomend bebek madura
741,Retno Winarni,setahun lalu,...lumayan lah.....,positif, lumayan lah , lumayan lah ,lumayan lah,"['lumayan', 'lah']",['lumayan'],['lumayan'],lumayan
742,Kusnandar Idris,9 bulan lalu,Mantap top rasanya,positif,Mantap top rasanya,mantap top rasanya,mantap top rasanya,"['mantap', 'top', 'rasanya']","['mantap', 'top']","['mantap', 'top']",mantap top
743,Siti Mufarrohah,4 tahun lalu,Bebek bumbu basah terfavorit 👍 …,positif,Bebek bumbu basah terfavorit ,bebek bumbu basah terfavorit ,bebek bumbu basah terfavorit,"['bebek', 'bumbu', 'basah', 'terfavorit']","['bebek', 'bumbu', 'basah', 'terfavorit']","['bebek', 'bumbu', 'basah', 'terfavorit']",bebek bumbu basah terfavorit
744,Belgis Calysta,setahun lalu,Lumayan lah..,positif,Lumayan lah ,lumayan lah ,lumayan lah,"['lumayan', 'lah']",['lumayan'],['lumayan'],lumayan
745,Eka Suryani,2 tahun lalu,recommend sama bebek rizky nyaa,positif,recommend sama bebek rizky nyaa,recommend sama bebek rizky nyaa,recommend sama bebek rizky nyaa,"['recommend', 'sama', 'bebek', 'rizky', 'nyaa']","['recommend', 'bebek', 'rizky', 'nyaa']","['recommend', 'bebek', 'rizki', 'nyaa']",recommend bebek rizki nyaa
746,Halili Mohammad,2 tahun lalu,Enak bersih n murmer,positif,Enak bersih murmer,enak bersih murmer,enak bersih murmer,"['enak', 'bersih', 'murmer']","['enak', 'bersih', 'murmer']","['enak', 'bersih', 'murmer']",enak bersih murmer
747,sunarto esha,2 tahun lalu,Mantap mak nyuss......,positif,Mantap mak nyuss ,mantap mak nyuss ,mantap mak nyuss,"['mantap', 'mak', 'nyuss']","['mantap', 'mak', 'nyuss']","['mantap', 'mak', 'nyuss']",mantap mak nyuss
748,Syafa'at Ahmad,3 tahun lalu,Pelayanannya lambat,negatif,Pelayanannya lambat,pelayanannya lambat,pelayanannya lambat,"['pelayanannya', 'lambat']","['pelayanannya', 'lambat']","['pelayanannya', 'lambat']",pelayanannya lambat
749,GALERY MINI KHEISYA,4 tahun lalu,Ok mantap sambelnya,positif,Ok mantap sambelnya,ok mantap sambelnya,ok mantap sambelnya,"['ok', 'mantap', 'sambelnya']","['ok', 'mantap', 'sambelnya']","['ok', 'mantap', 'sambelnya']",ok mantap sambelnya
750,Ahmad Sunardi,4 tahun lalu,enak . dan bagus pelayanannya,positif,enak dan bagus pelayanannya,enak dan bagus pelayanannya,enak dan bagus pelayanannya,"['enak', 'dan', 'bagus', 'pelayanannya']","['enak', 'bagus', 'pelayanannya']","['enak', 'bagu', 'pelayanannya']",enak bagu pelayanannya
751,Moh Nashor,3 tahun lalu,Nyaman sekali,positif,Nyaman sekali,nyaman sekali,nyaman sekali,"['nyaman', 'sekali']",['nyaman'],['nyaman'],nyaman
752,achmad busyro,4 tahun lalu,Mantap betuuul.... Uenaak..,positif,Mantap betuul Uenaak ,mantap betuul uenaak ,mantap betuul uenaak,"['mantap', 'betuul', 'uenaak']","['mantap', 'betuul', 'uenaak']","['mantap', 'betuul', 'uenaak']",mantap betuul uenaak
753,Sugeng Nugroho,3 tahun lalu,Mumer tuk wisata kulinernya,positif,Mumer tuk wisata kulinernya,mumer tuk wisata kulinernya,mumer tuk wisata kulinernya,"['mumer', 'tuk', 'wisata', 'kulinernya']","['mumer', 'tuk', 'wisata', 'kulinernya']","['mumer', 'tuk', 'wisata', 'kulinernya']",mumer tuk wisata kulinernya
754,Inah Cantik,setahun lalu,Enak mknan nya,positif,Enak mknan nya,enak mknan nya,enak mknan nya,"['enak', 'mknan', 'nya']","['enak', 'mknan', 'nya']","['enak', 'mknan', 'nya']",enak mknan nya
755,Retno Susilowati,4 tahun lalu,Masakan nya sedap,positif,Masakan nya sedap,masakan nya sedap,masakan nya sedap,"['masakan', 'nya', 'sedap']","['masakan', 'nya', 'sedap']","['masakan', 'nya', 'sedap']",masakan nya sedap
756,Zawawi Fuady,3 tahun lalu,Pelayannya lemot,negatif,Pelayannya lemot,pelayannya lemot,pelayannya lemot,"['pelayannya', 'lemot']","['pelayannya', 'lemot']","['pelayannya', 'lemot']",pelayannya lemot
757,Indah Ningsih,3 tahun lalu,Mantul lah pokoknya,positif,Mantul lah pokoknya,mantul lah pokoknya,mantul lah pokoknya,"['mantul', 'lah', 'pokoknya']","['mantul', 'pokoknya']","['mantul', 'pokoknya']",mantul pokoknya
758,Sate Bu Ngantuk,2 tahun lalu,Bebek dan gurame nya mantab,positif,Bebek dan gurame nya mantab,bebek dan gurame nya mantab,bebek dan gurame nya mantab,"['bebek', 'dan', 'gurame', 'nya', 'mantab']","['bebek', 'gurame', 'nya', 'mantab']","['bebek', 'guram', 'nya', 'mantab']",bebek guram nya mantab
759,Syaiful Rahman,2 tahun lalu,"pelayanan kurang baik,",negatif,pelayanan kurang baik ,pelayanan kurang baik ,pelayanan kurang baik,"['pelayanan', 'kurang', 'baik']",['pelayanan'],['pelayanan'],pelayanan
760,Ardian Sembodo,3 tahun lalu,Masakan lumayan enak,positif,Masakan lumayan enak,masakan lumayan enak,masakan lumayan enak,"['masakan', 'lumayan', 'enak']","['masakan', 'lumayan', 'enak']","['masakan', 'lumayan', 'enak']",masakan lumayan enak
761,Ryan Rahmah,2 tahun lalu,Enakkk bikin nagih,positif,Enakk bikin nagih,enakk bikin nagih,enakk bikin nagih,"['enakk', 'bikin', 'nagih']","['enakk', 'bikin', 'nagih']","['enakk', 'bikin', 'nagih']",enakk bikin nagih
762,Pinokio,3 tahun lalu,Jozzz bersihhhh mantapoo,positif,Jozz bersihh mantapoo,jozz bersihh mantapoo,jozz bersihh mantapoo,"['jozz', 'bersihh', 'mantapoo']","['jozz', 'bersihh', 'mantapoo']","['jozz', 'bersihh', 'mantapoo']",jozz bersihh mantapoo
763,Rafi Kurahman,2 tahun lalu,Senang pelayananya ramah,positif,Senang pelayananya ramah,senang pelayananya ramah,senang pelayananya ramah,"['senang', 'pelayananya', 'ramah']","['senang', 'pelayananya', 'ramah']","['senang', 'pelayananya', 'ramah']",senang pelayananya ramah
764,Samsudin Mahmud,11 bulan lalu,Mantap joss,positif,Mantap joss,mantap joss,mantap joss,"['mantap', 'joss']","['mantap', 'joss']","['mantap', 'joss']",mantap joss
765,budi suryono,2 tahun lalu,Pelayanannya perlu ditingkatkan,negatif,Pelayanannya perlu ditingkatkan,pelayanannya perlu ditingkatkan,pelayanannya perlu ditingkatkan,"['pelayanannya', 'perlu', 'ditingkatkan']","['pelayanannya', 'ditingkatkan']","['pelayanannya', 'ditingkatkan']",pelayanannya ditingkatkan
766,sablon pilar Cikarang,3 tahun lalu,Nitip aaaaah,netral,Nitip aah,nitip aah,nitip aah,"['nitip', 'aah']","['nitip', 'aah']","['nitip', 'aah']",nitip aah
767,Ariel Rojaby,5 tahun lalu,Tempatnya luas,positif,Tempatnya luas,tempatnya luas,tempatnya luas,"['tempatnya', 'luas']","['tempatnya', 'luas']","['tempatnya', 'lua']",tempatnya lua
768,Pamungkas Detri Nugroho,4 tahun lalu,Mahal dan gak terkesan...,negatif,Mahal dan gak terkesan ,mahal dan gak terkesan ,mahal dan gak terkesan,"['mahal', 'dan', 'gak', 'terkesan']","['mahal', 'gak', 'terkesan']","['mahal', 'gak', 'terkesan']",mahal gak terkesan
769,Erha Agustina,4 tahun lalu,Parkirnya luas,positif,Parkirnya luas,parkirnya luas,parkirnya luas,"['parkirnya', 'luas']","['parkirnya', 'luas']","['parkirnya', 'lua']",parkirnya lua
770,Faros Sport,4 tahun lalu,Mantap bebek nya,positif,Mantap bebek nya,mantap bebek nya,mantap bebek nya,"['mantap', 'bebek', 'nya']","['mantap', 'bebek', 'nya']","['mantap', 'bebek', 'nya']",mantap bebek nya
771,Lukman Hariyanto,4 tahun lalu,Cukup memuaskan,positif,Cukup memuaskan,cukup memuaskan,cukup memuaskan,"['cukup', 'memuaskan']",['memuaskan'],['memuaskan'],memuaskan
772,Kamil Lesmana,4 tahun lalu,Bersih..  Parkir luas,positif,Bersih Parkir luas,bersih parkir luas,bersih parkir luas,"['bersih', 'parkir', 'luas']","['bersih', 'parkir', 'luas']","['bersih', 'parkir', 'lua']",bersih parkir lua
773,ILIAL CHANNEL,4 tahun lalu,Kurang memuaskan sambelnya,negatif,Kurang memuaskan sambelnya,kurang memuaskan sambelnya,kurang memuaskan sambelnya,"['kurang', 'memuaskan', 'sambelnya']","['memuaskan', 'sambelnya']","['memuaskan', 'sambelnya']",memuaskan sambelnya
774,Hadi sulistyono,3 tahun lalu,Enak makanannya..,positif,Enak makanannya ,enak makanannya ,enak makanannya,"['enak', 'makanannya']","['enak', 'makanannya']","['enak', 'makanannya']",enak makanannya
775,Achmad Naufal Baidawi,3 tahun lalu,Mantab dah pokoknya,positif,Mantab dah pokoknya,mantab dah pokoknya,mantab dah pokoknya,"['mantab', 'dah', 'pokoknya']","['mantab', 'dah', 'pokoknya']","['mantab', 'dah', 'pokoknya']",mantab dah pokoknya
776,Wachyudi Azis,3 tahun lalu,Bagus dan enak,positif,Bagus dan enak,bagus dan enak,bagus dan enak,"['bagus', 'dan', 'enak']","['bagus', 'enak']","['bagu', 'enak']",bagu enak
777,Widayanti Rose,3 tahun lalu,Sambelnya mantap.,positif,Sambelnya mantap ,sambelnya mantap ,sambelnya mantap,"['sambelnya', 'mantap']","['sambelnya', 'mantap']","['sambelnya', 'mantap']",sambelnya mantap
